"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,109","2026-09-04T07:33:10.9861143+02:00","5,43","35.59MiB","35,59","1,74"
"2","4,112","2026-09-04T07:33:13.9892186+02:00","100,44","44.22MiB","44,22","2,16"
"3","6,228","2026-09-04T07:33:16.1048879+02:00","100,35","40.33MiB","40,33","1,97"
"4","8,335","2026-09-04T07:33:18.2124262+02:00","100,15","40.66MiB","40,66","1,99"
"5","10,44","2026-09-04T07:33:20.3167844+02:00","100,23","44.91MiB","44,91","2,19"
"6","13,444","2026-09-04T07:33:23.3205586+02:00","100,39","45.02MiB","45,02","2,2"
"7","15,559","2026-09-04T07:33:25.4354448+02:00","100,26","44.79MiB","44,79","2,19"
"8","17,667","2026-09-04T07:33:27.5438275+02:00","100,11","45.04MiB","45,04","2,2"
"9","19,784","2026-09-04T07:33:29.6608754+02:00","99,88","41.32MiB","41,32","2,02"
"10","21,89","2026-09-04T07:33:31.7670578+02:00","100,24","37.48MiB","37,48","1,83"
"11","24,898","2026-09-04T07:33:34.7744862+02:00","100,11","40.69MiB","40,69","1,99"
"12","27,013","2026-09-04T07:33:36.8895594+02:00","99,96","43.5MiB","43,5","2,12"
"13","29,121","2026-09-04T07:33:38.9977464+02:00","100","39.68MiB","39,68","1,94"
"14","31,225","2026-09-04T07:33:41.1024644+02:00","99,99","39.69MiB","39,69","1,94"
