"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,108","2026-09-04T11:47:07.0496616+02:00","9,02","26.21MiB","26,21","1,28"
"2","3,222","2026-09-04T11:47:09.1631405+02:00","100,39","26.45MiB","26,45","1,29"
"3","6,231","2026-09-04T11:47:12.1726286+02:00","100,49","26.7MiB","26,7","1,3"
"4","8,352","2026-09-04T11:47:14.2932728+02:00","100,22","26.19MiB","26,19","1,28"
"5","10,454","2026-09-04T11:47:16.3955385+02:00","100,32","26.19MiB","26,19","1,28"
"6","12,563","2026-09-04T11:47:18.5042550+02:00","99,98","26.19MiB","26,19","1,28"
"7","14,667","2026-09-04T11:47:20.6078906+02:00","100,68","28.12MiB","28,12","1,37"
"8","17,673","2026-09-04T11:47:23.6140476+02:00","101,49","28.37MiB","28,37","1,39"
"9","19,78","2026-09-04T11:47:25.7217166+02:00","100,53","28.37MiB","28,37","1,39"
"10","21,895","2026-09-04T11:47:27.8364224+02:00","100,02","28.28MiB","28,28","1,38"
"11","24,005","2026-09-04T11:47:29.9467146+02:00","100,03","28.28MiB","28,28","1,38"
"12","27,005","2026-09-04T11:47:32.9463981+02:00","100,07","28.28MiB","28,28","1,38"
"13","29,119","2026-09-04T11:47:35.0592384+02:00","99,86","28.28MiB","28,28","1,38"
"14","31,224","2026-09-04T11:47:37.1654469+02:00","99,65","32.53MiB","32,53","1,59"
