"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,108","2026-09-04T08:52:16.5436541+02:00","1,46","26.14MiB","26,14","1,28"
"2","4,117","2026-09-04T08:52:19.5527144+02:00","10,95","27.66MiB","27,66","1,35"
"3","6,235","2026-09-04T08:52:21.6711539+02:00","10,03","28.01MiB","28,01","1,37"
"4","8,351","2026-09-04T08:52:23.7874973+02:00","9,78","28.7MiB","28,7","1,4"
"5","10,459","2026-09-04T08:52:25.8956997+02:00","9,5","28.9MiB","28,9","1,41"
"6","12,515","2026-09-04T08:52:27.9511650+02:00","8,54","29.03MiB","29,03","1,42"
"7","15,521","2026-09-04T08:52:30.9571644+02:00","7,19","29.2MiB","29,2","1,43"
"8","17,634","2026-09-04T08:52:33.0702967+02:00","8,83","28.64MiB","28,64","1,4"
"9","19,759","2026-09-04T08:52:35.1954317+02:00","9,13","29.27MiB","29,27","1,43"
"10","21,883","2026-09-04T08:52:37.3189795+02:00","10,28","29.33MiB","29,33","1,43"
"11","24,887","2026-09-04T08:52:40.3237145+02:00","7,45","29.7MiB","29,7","1,45"
"12","27,001","2026-09-04T08:52:42.4372861+02:00","9,91","29.66MiB","29,66","1,45"
"13","29,123","2026-09-04T08:52:44.5587873+02:00","9,66","29.82MiB","29,82","1,46"
"14","31,244","2026-09-04T08:52:46.6802574+02:00","9,1","30.16MiB","30,16","1,47"
