"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,11","2026-09-04T08:14:30.7611778+02:00","3,91","232.8MiB","232,8","11,37"
"2","4,115","2026-09-04T08:14:33.7667781+02:00","29,02","293.9MiB","293,9","14,35"
"3","6,232","2026-09-04T08:14:35.8836587+02:00","33,8","244.8MiB","244,8","11,95"
"4","8,35","2026-09-04T08:14:38.0018674+02:00","32,57","285.4MiB","285,4","13,93"
"5","10,469","2026-09-04T08:14:40.1210551+02:00","33,57","238.3MiB","238,3","11,63"
"6","13,478","2026-09-04T08:14:43.1286242+02:00","30,55","256.3MiB","256,3","12,51"
"7","15,6","2026-09-04T08:14:45.2517062+02:00","27,99","254.4MiB","254,4","12,42"
"8","17,71","2026-09-04T08:14:47.3615270+02:00","30,35","281MiB","281","13,72"
"9","19,829","2026-09-04T08:14:49.4805421+02:00","32,44","297.1MiB","297,1","14,51"
"10","21,954","2026-09-04T08:14:51.6059148+02:00","28,65","276.8MiB","276,8","13,52"
"11","24,96","2026-09-04T08:14:54.6116699+02:00","27,83","305.8MiB","305,8","14,93"
"12","27,087","2026-09-04T08:14:56.7383015+02:00","28,3","306.8MiB","306,8","14,98"
"13","29,209","2026-09-04T08:14:58.8607566+02:00","28,75","267.4MiB","267,4","13,06"
"14","31,322","2026-09-04T08:15:00.9741715+02:00","32,1","286.7MiB","286,7","14"
