"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,107","2026-09-04T09:46:57.2925230+02:00","1,86","22.3MiB","22,3","1,09"
"2","4,113","2026-09-04T09:47:00.2987091+02:00","21,41","26.52MiB","26,52","1,29"
"3","6,24","2026-09-04T09:47:02.4260152+02:00","21,89","26.51MiB","26,51","1,29"
"4","8,367","2026-09-04T09:47:04.5521819+02:00","22,74","27.75MiB","27,75","1,35"
"5","10,48","2026-09-04T09:47:06.6661664+02:00","20,75","27.97MiB","27,97","1,37"
"6","13,486","2026-09-04T09:47:09.6719938+02:00","20,19","29.45MiB","29,45","1,44"
"7","15,597","2026-09-04T09:47:11.7834294+02:00","18,43","30.94MiB","30,94","1,51"
"8","17,72","2026-09-04T09:47:13.9062117+02:00","20,49","30.92MiB","30,92","1,51"
"9","19,831","2026-09-04T09:47:16.0165446+02:00","19,54","30.91MiB","30,91","1,51"
"10","22,835","2026-09-04T09:47:19.0209738+02:00","20,12","30.88MiB","30,88","1,51"
"11","24,966","2026-09-04T09:47:21.1511640+02:00","12,34","30.62MiB","30,62","1,49"
"12","27,083","2026-09-04T09:47:23.2689429+02:00","21,14","30.86MiB","30,86","1,51"
"13","29,209","2026-09-04T09:47:25.3948835+02:00","21,01","30.84MiB","30,84","1,51"
"14","31,351","2026-09-04T09:47:27.5366371+02:00","19,58","30.83MiB","30,83","1,51"
