"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,107","2026-09-04T08:48:16.6205561+02:00","0,7","21MiB","21","1,03"
"2","4,116","2026-09-04T08:48:19.6299176+02:00","21,37","24.96MiB","24,96","1,22"
"3","6,236","2026-09-04T08:48:21.7494723+02:00","21,62","25.95MiB","25,95","1,27"
"4","8,372","2026-09-04T08:48:23.8856913+02:00","21,34","24.84MiB","24,84","1,21"
"5","10,494","2026-09-04T08:48:26.0081209+02:00","21,38","26.31MiB","26,31","1,28"
"6","13,496","2026-09-04T08:48:29.0098568+02:00","20,82","27.3MiB","27,3","1,33"
"7","15,619","2026-09-04T08:48:31.1329527+02:00","20,63","29.02MiB","29,02","1,42"
"8","17,747","2026-09-04T08:48:33.2601633+02:00","20,14","29.51MiB","29,51","1,44"
"9","19,87","2026-09-04T08:48:35.3838719+02:00","19,76","29.5MiB","29,5","1,44"
"10","22,877","2026-09-04T08:48:38.3903040+02:00","21,07","29.73MiB","29,73","1,45"
"11","25,013","2026-09-04T08:48:40.5264940+02:00","21,15","29.46MiB","29,46","1,44"
"12","27,133","2026-09-04T08:48:42.6468804+02:00","21,05","29.2MiB","29,2","1,43"
"13","29,366","2026-09-04T08:48:44.8789905+02:00","0,51","29.2MiB","29,2","1,43"
"14","31,506","2026-09-04T08:48:47.0201015+02:00","18,15","29.68MiB","29,68","1,45"
