"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,107","2026-09-04T08:11:55.8680935+02:00","1,7","66.04MiB","66,04","3,22"
"2","4,114","2026-09-04T08:11:58.8752724+02:00","18,12","46.23MiB","46,23","2,26"
"3","6,235","2026-09-04T08:12:00.9957742+02:00","17,69","106.6MiB","106,6","5,21"
"4","8,348","2026-09-04T08:12:03.1091968+02:00","20,61","106.7MiB","106,7","5,21"
"5","10,47","2026-09-04T08:12:05.2314096+02:00","18,05","76.59MiB","76,59","3,74"
"6","13,475","2026-09-04T08:12:08.2357669+02:00","16,99","95.6MiB","95,6","4,67"
"7","15,581","2026-09-04T08:12:10.3420532+02:00","15,21","115.8MiB","115,8","5,66"
"8","17,702","2026-09-04T08:12:12.4634268+02:00","17,87","126.1MiB","126,1","6,16"
"9","19,814","2026-09-04T08:12:14.5750602+02:00","21,68","76.45MiB","76,45","3,73"
"10","21,927","2026-09-04T08:12:16.6880204+02:00","21,27","96.43MiB","96,43","4,71"
"11","24,934","2026-09-04T08:12:19.6943552+02:00","10,87","96.33MiB","96,33","4,7"
"12","27,05","2026-09-04T08:12:21.8104574+02:00","20,2","106.6MiB","106,6","5,21"
"13","29,164","2026-09-04T08:12:23.9255715+02:00","20,29","86.44MiB","86,44","4,22"
"14","31,275","2026-09-04T08:12:26.0356823+02:00","18,41","46.89MiB","46,89","2,29"
