"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,126","2026-09-04T06:36:25.2831978+02:00","3,83","35.41MiB","35,41","1,73"
"2","4,132","2026-09-04T06:36:28.2887058+02:00","100,28","40.07MiB","40,07","1,96"
"3","6,238","2026-09-04T06:36:30.3951259+02:00","100,11","43.77MiB","43,77","2,14"
"4","8,349","2026-09-04T06:36:32.5066288+02:00","100,42","44.07MiB","44,07","2,15"
"5","10,461","2026-09-04T06:36:34.6186948+02:00","100,12","44.14MiB","44,14","2,16"
"6","13,467","2026-09-04T06:36:37.6238837+02:00","100,08","44.25MiB","44,25","2,16"
"7","15,577","2026-09-04T06:36:39.7338542+02:00","100,48","36.73MiB","36,73","1,79"
"8","17,694","2026-09-04T06:36:41.8506928+02:00","100,34","44.25MiB","44,25","2,16"
"9","19,808","2026-09-04T06:36:43.9651954+02:00","100,06","36.79MiB","36,79","1,8"
"10","22,901","2026-09-04T06:36:47.0578946+02:00","100,42","36.81MiB","36,81","1,8"
"11","25,006","2026-09-04T06:36:49.1633912+02:00","99,98","42.11MiB","42,11","2,06"
"12","27,109","2026-09-04T06:36:51.2664758+02:00","100,4","45.22MiB","45,22","2,21"
"13","29,217","2026-09-04T06:36:53.3739629+02:00","99,94","41.66MiB","41,66","2,03"
"14","31,324","2026-09-04T06:36:55.4813296+02:00","99,67","45.48MiB","45,48","2,22"
