"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,111","2026-09-04T05:43:17.9596625+02:00","0,05","40.93MiB","40,93","2"
"2","3,247","2026-09-04T05:43:20.0965399+02:00","91,59","47.03MiB","47,03","2,3"
"3","6,254","2026-09-04T05:43:23.1040105+02:00","81,62","49.43MiB","49,43","2,41"
"4","8,39","2026-09-04T05:43:25.2398053+02:00","83,27","49.85MiB","49,85","2,43"
"5","10,523","2026-09-04T05:43:27.3721060+02:00","79,14","51.65MiB","51,65","2,52"
"6","12,663","2026-09-04T05:43:29.5125076+02:00","79,9","52.59MiB","52,59","2,57"
"7","15,67","2026-09-04T05:43:32.5193835+02:00","83,83","54.92MiB","54,92","2,68"
"8","17,812","2026-09-04T05:43:34.6612868+02:00","79,83","57.11MiB","57,11","2,79"
"9","19,959","2026-09-04T05:43:36.8082108+02:00","83,1","58.3MiB","58,3","2,85"
"10","22,097","2026-09-04T05:43:38.9461181+02:00","77,98","58.96MiB","58,96","2,88"
"11","24,25","2026-09-04T05:43:41.0993827+02:00","80,37","59.11MiB","59,11","2,89"
"12","27,258","2026-09-04T05:43:44.1071015+02:00","79,81","59.61MiB","59,61","2,91"
"13","29,403","2026-09-04T05:43:46.2524581+02:00","75,63","58.71MiB","58,71","2,87"
"14","31,549","2026-09-04T05:43:48.3983740+02:00","47,81","38.61MiB","38,61","1,89"
