"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,107","2026-09-04T09:36:12.9997867+02:00","0,96","22.09MiB","22,09","1,08"
"2","4,118","2026-09-04T09:36:16.0107956+02:00","19,61","25.07MiB","25,07","1,22"
"3","6,234","2026-09-04T09:36:18.1264106+02:00","21,98","26.05MiB","26,05","1,27"
"4","8,354","2026-09-04T09:36:20.2467866+02:00","22,07","25.03MiB","25,03","1,22"
"5","10,478","2026-09-04T09:36:22.3707187+02:00","22,71","26.44MiB","26,44","1,29"
"6","13,485","2026-09-04T09:36:25.3772966+02:00","20,43","26.92MiB","26,92","1,31"
"7","15,6","2026-09-04T09:36:27.4918680+02:00","20,31","29.4MiB","29,4","1,44"
"8","17,727","2026-09-04T09:36:29.6197957+02:00","20,66","29.64MiB","29,64","1,45"
"9","19,855","2026-09-04T09:36:31.7479787+02:00","18,26","29.88MiB","29,88","1,46"
"10","22,858","2026-09-04T09:36:34.7509815+02:00","20,12","30.11MiB","30,11","1,47"
"11","24,983","2026-09-04T09:36:36.8754190+02:00","20,46","30.36MiB","30,36","1,48"
"12","27,106","2026-09-04T09:36:38.9982416+02:00","20,02","30.59MiB","30,59","1,49"
"13","29,231","2026-09-04T09:36:41.1235665+02:00","19,9","29.82MiB","29,82","1,46"
"14","31,384","2026-09-04T09:36:43.2760977+02:00","18,37","30.3MiB","30,3","1,48"
