"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,112","2026-09-04T11:05:51.1823694+02:00","7,1","26.5MiB","26,5","1,29"
"2","3,221","2026-09-04T11:05:53.2913950+02:00","99,93","26.75MiB","26,75","1,31"
"3","6,226","2026-09-04T11:05:56.2969135+02:00","100,33","26.88MiB","26,88","1,31"
"4","8,33","2026-09-04T11:05:58.4001472+02:00","100,01","27.03MiB","27,03","1,32"
"5","10,436","2026-09-04T11:06:00.5072348+02:00","100,48","26.72MiB","26,72","1,3"
"6","12,547","2026-09-04T11:06:02.6178872+02:00","100,21","26.71MiB","26,71","1,3"
"7","14,653","2026-09-04T11:06:04.7241492+02:00","100,88","26.92MiB","26,92","1,31"
"8","17,659","2026-09-04T11:06:07.7291011+02:00","101,13","27.25MiB","27,25","1,33"
"9","19,774","2026-09-04T11:06:09.8449941+02:00","100,08","27.25MiB","27,25","1,33"
"10","21,884","2026-09-04T11:06:11.9542636+02:00","100,39","27.25MiB","27,25","1,33"
"11","23,997","2026-09-04T11:06:14.0675430+02:00","99,66","27.5MiB","27,5","1,34"
"12","26,996","2026-09-04T11:06:17.0671302+02:00","100,09","27.75MiB","27,75","1,35"
"13","29,115","2026-09-04T11:06:19.1854229+02:00","100,32","27.75MiB","27,75","1,35"
"14","31,219","2026-09-04T11:06:21.2890593+02:00","99,81","27.75MiB","27,75","1,35"
