"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,111","2026-09-04T05:44:35.8510495+02:00","0,16","39.98MiB","39,98","1,95"
"2","4,119","2026-09-04T05:44:38.8587200+02:00","91,27","41.23MiB","41,23","2,01"
"3","6,26","2026-09-04T05:44:40.9996272+02:00","78,55","41.23MiB","41,23","2,01"
"4","8,393","2026-09-04T05:44:43.1328564+02:00","84,94","41.23MiB","41,23","2,01"
"5","10,533","2026-09-04T05:44:45.2727384+02:00","79,96","41.23MiB","41,23","2,01"
"6","13,538","2026-09-04T05:44:48.2783379+02:00","87,74","41.23MiB","41,23","2,01"
"7","15,686","2026-09-04T05:44:50.4260159+02:00","83,57","41.23MiB","41,23","2,01"
"8","17,829","2026-09-04T05:44:52.5685844+02:00","79,71","41.23MiB","41,23","2,01"
"9","19,979","2026-09-04T05:44:54.7191623+02:00","86,46","41.23MiB","41,23","2,01"
"10","22,992","2026-09-04T05:44:57.7320449+02:00","88,99","41.23MiB","41,23","2,01"
"11","25,129","2026-09-04T05:44:59.8686695+02:00","84,15","41.23MiB","41,23","2,01"
"12","27,261","2026-09-04T05:45:02.0010623+02:00","87,08","41.23MiB","41,23","2,01"
"13","29,395","2026-09-04T05:45:04.1345009+02:00","89,92","41.23MiB","41,23","2,01"
"14","31,544","2026-09-04T05:45:06.2844980+02:00","53,02","40.45MiB","40,45","1,97"
