"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,11","2026-09-04T11:25:11.8225621+02:00","4,29","25.08MiB","25,08","1,22"
"2","4,116","2026-09-04T11:25:14.8291278+02:00","100,05","25.08MiB","25,08","1,22"
"3","6,23","2026-09-04T11:25:16.9431604+02:00","100,37","26.33MiB","26,33","1,29"
"4","8,338","2026-09-04T11:25:19.0514327+02:00","100,47","25.77MiB","25,77","1,26"
"5","10,448","2026-09-04T11:25:21.1611163+02:00","100,33","26.49MiB","26,49","1,29"
"6","13,455","2026-09-04T11:25:24.1680081+02:00","100,88","26.51MiB","26,51","1,29"
"7","15,568","2026-09-04T11:25:26.2797078+02:00","101,19","26.75MiB","26,75","1,31"
"8","17,674","2026-09-04T11:25:28.3863510+02:00","101,55","26.96MiB","26,96","1,32"
"9","19,789","2026-09-04T11:25:30.5023760+02:00","100,73","27.11MiB","27,11","1,32"
"10","21,895","2026-09-04T11:25:32.6079386+02:00","99,81","27.11MiB","27,11","1,32"
"11","24,903","2026-09-04T11:25:35.6154406+02:00","100,62","27.11MiB","27,11","1,32"
"12","27,015","2026-09-04T11:25:37.7282088+02:00","100,21","27.61MiB","27,61","1,35"
"13","29,12","2026-09-04T11:25:39.8322120+02:00","99,93","27.61MiB","27,61","1,35"
"14","31,238","2026-09-04T11:25:41.9505589+02:00","99,58","27.85MiB","27,85","1,36"
