"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,108","2026-09-04T09:12:16.5489024+02:00","1,42","27.18MiB","27,18","1,33"
"2","4,115","2026-09-04T09:12:19.5552290+02:00","10,72","28.55MiB","28,55","1,39"
"3","6,244","2026-09-04T09:12:21.6845082+02:00","8,4","28.99MiB","28,99","1,42"
"4","8,355","2026-09-04T09:12:23.7956688+02:00","10,08","29.6MiB","29,6","1,45"
"5","10,467","2026-09-04T09:12:25.9084563+02:00","10,21","29.92MiB","29,92","1,46"
"6","13,481","2026-09-04T09:12:28.9219934+02:00","8,86","29.71MiB","29,71","1,45"
"7","15,605","2026-09-04T09:12:31.0456003+02:00","8,09","29.33MiB","29,33","1,43"
"8","17,728","2026-09-04T09:12:33.1688696+02:00","9,05","30.45MiB","30,45","1,49"
"9","19,851","2026-09-04T09:12:35.2920217+02:00","8,06","30.14MiB","30,14","1,47"
"10","22,861","2026-09-04T09:12:38.3019174+02:00","9,63","30.02MiB","30,02","1,47"
"11","24,977","2026-09-04T09:12:40.4178356+02:00","8,73","30.09MiB","30,09","1,47"
"12","27,087","2026-09-04T09:12:42.5281696+02:00","8,39","30.4MiB","30,4","1,48"
"13","29,206","2026-09-04T09:12:44.6466733+02:00","8,73","30.79MiB","30,79","1,5"
"14","31,323","2026-09-04T09:12:46.7633533+02:00","9,16","30.6MiB","30,6","1,49"
