"sample","elapsed_seconds","timestamp","cpu_percent","memory_usage","memory_mib","memory_percent"
"1","1,124","2026-09-04T07:25:26.6063475+02:00","2,11","47.53MiB","47,53","2,32"
"2","4,131","2026-09-04T07:25:29.6141830+02:00","102,16","48.23MiB","48,23","2,35"
"3","6,246","2026-09-04T07:25:31.7284966+02:00","101,67","49.2MiB","49,2","2,4"
"4","8,349","2026-09-04T07:25:33.8319692+02:00","101,31","49.09MiB","49,09","2,4"
"5","10,453","2026-09-04T07:25:35.9355299+02:00","102,03","48.98MiB","48,98","2,39"
"6","13,458","2026-09-04T07:25:38.9400425+02:00","102,04","44.34MiB","44,34","2,17"
"7","15,579","2026-09-04T07:25:41.0612475+02:00","102,72","36.45MiB","36,45","1,78"
"8","17,682","2026-09-04T07:25:43.1641435+02:00","102,64","35.59MiB","35,59","1,74"
"9","19,789","2026-09-04T07:25:45.2721198+02:00","102,51","36.72MiB","36,72","1,79"
"10","21,905","2026-09-04T07:25:47.3873477+02:00","102,14","36.36MiB","36,36","1,78"
"11","24,91","2026-09-04T07:25:50.3925328+02:00","103","36.05MiB","36,05","1,76"
"12","27,021","2026-09-04T07:25:52.5037654+02:00","102,56","36.45MiB","36,45","1,78"
"13","29,125","2026-09-04T07:25:54.6072459+02:00","102,77","42.86MiB","42,86","2,09"
"14","31,232","2026-09-04T07:25:56.7148678+02:00","101,69","44.25MiB","44,25","2,16"
